バージョン,タイトル,ジャンル,アーティスト,プレー回数,NORMAL 難易度,NORMAL EXスコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER EXスコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER EXスコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,最終プレー日時
CANNON BALLERS,純真可憐デザイア,EMOTIONAL ROCK,BEMANI Sound Team "HuΣeR" feat.Fernweh,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,2018-11-24 08:28
CANNON BALLERS,草原の王女-軌跡を辿って-,JOURNEY SCENE,劇団レコード,2,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,2268,1103,62,5,HARD CLEAR,AAA,2018-12-15 09:21
Rootage,Cranberry City ft. Luschel,GARAGE,lapix,8,5,866,433,0,0,FULLCOMBO CLEAR,AAA,8,0,0,0,---,NO PLAY,---,10,2389,1159,71,1,FULLCOMBO CLEAR,AAA,2018-12-22 14:06
Rootage,dAuntl3ss,HARDER DANCE MUSIC,DJ Noriken,1,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3364,1602,160,9,HARD CLEAR,AAA,2018-12-15 10:42
Rootage,Digital Skipper,HYBRID,BEMANI Sound Team "Expander",1,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2201,1075,51,8,HARD CLEAR,AAA,2018-11-24 10:01
Rootage,Ember Lights,FUSION TRANCE,Nhato,1,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2606,1256,94,15,HARD CLEAR,AAA,2018-11-24 10:28
Rootage,GIGA THRASH,DUBSTEP,Blacklolita,3,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2638,1253,132,9,HARD CLEAR,AAA,2018-12-22 17:21
Rootage,Glory,EDM,kradness,5,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,2239,1063,113,5,HARD CLEAR,AAA,2018-12-22 09:13
Rootage,HEISEI,ELECTRONIC RHAPSODY,BEMANI Sound Team "dj TAKA",9,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,2533,1245,43,1,FULLCOMBO CLEAR,AAA,2018-12-22 11:29
Rootage,HOT LIMIT,IIDX EDITION,Remixed by BEMANI Sound Team "HuΣeR feat.PON",4,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,2469,1198,73,3,HARD CLEAR,AAA,2018-12-22 09:18
Rootage,Hurry Hurry,RAVE SXXX,Masayoshi Iimori,1,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,2046,1002,42,1,FULLCOMBO CLEAR,AAA,2018-11-24 09:09
Rootage,IDOL syndrome.,PSYCHEDELIC ROCK,RINA,1,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,2150,1044,62,2,HARD CLEAR,AAA,2018-11-24 09:27
Rootage,KILL EACH OTHER,PSYSTYLE,BEMANI Sound Team "L.E.D. VS. L.E.D.-G",1,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3602,1690,222,18,HARD CLEAR,AAA,2018-12-22 13:45
Rootage,L.F.O,UK HARDCORE,aran,1,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3117,1474,169,17,HARD CLEAR,AAA,2018-12-15 10:45
Rootage,Level One,Drumstep / DnB,Yamato,1,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,1159,502,155,---,FAILED,E,2018-12-13 22:10
Rootage,ハードベース・フェスタ,A-STYLE RUSSIAN HARDBASS,かめりあ feat. ななひら,2,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2753,1329,95,14,HARD CLEAR,AAA,2018-12-22 10:14
Rootage,ミストレス・アンに花束を,ELECTRONICA,soejima takuma feat.BEMANI Sound Team "猫叉Master",2,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,1395,682,31,5,HARD CLEAR,AAA,2018-12-22 08:51
Rootage,夏の匂い。キミの残像。 ft. Kanae Asaba,Re 90's J-DANCE POP,Xceon,1,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2505,1227,51,1,HARD CLEAR,AAA,2018-11-24 09:49
Rootage,龍王の霊廟(Mausoleum Of The Primal Drago),RETROSPECTIVE EPIC MUSIC,BEMANI Sound Team "黒猫ダンジョン",6,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,3152,1542,68,3,FULLCOMBO CLEAR,AAA,2018-12-22 11:17
