バージョン,タイトル,ジャンル,アーティスト,プレー回数,NORMAL 難易度,NORMAL EXスコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER EXスコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER EXスコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,最終プレー日時
4th style,HIGHER,DANCE POP,NM feat. Sunny,1,3,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,6,1246,606,34,1,FULLCOMBO CLEAR,AAA,2018-12-15 08:14
4th style,Hitch Hiker2,WARP HOUSE,good-cool,0,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,7,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-24 08:28
4th style,KAMIKAZE,TECHNO,dj nagureo,0,5,0,0,0,---,NO PLAY,---,6,0,0,0,---,FULLCOMBO CLEAR,---,10,0,0,0,---,HARD CLEAR,---,2018-11-24 08:28
4th style,LOVE WILL・・・,TRANCE,riewo,1,4,0,0,0,---,HARD CLEAR,---,4,0,0,0,---,FULLCOMBO CLEAR,---,7,1445,716,13,3,FULLCOMBO CLEAR,AAA,2018-12-22 08:39
4th style,minimalian,MINIMAL,DETROIAN,0,3,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,2018-11-24 08:28
4th style,Mr.T.(take me higher),DANCE POP,Risky Men feat.Asuka-M,0,3,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,10,0,0,0,---,EX HARD CLEAR,---,2018-11-24 08:28
4th style,starmine,HAPPY HARDCORE,Ryu☆,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,9,0,0,0,---,NO PLAY,---,2018-11-24 08:28
4th style,SWEET LAB,LOUNGE HOUSE,DJ SIMON,0,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,2018-11-24 08:28
4th style,ULTRA HIGH-HEELS,PARAPARA,dj TAKA feat.ANGEL,0,4,0,0,0,---,FULLCOMBO CLEAR,---,5,0,0,0,---,FULLCOMBO CLEAR,---,5,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-24 08:28
4th style,Voltage (feat. Hidemaru),BIG BEAT,TaQ,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,8,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-24 08:28
5th style,Abyss,INTELLIGENCE,dj TAKA,0,5,0,0,0,---,CLEAR,---,7,0,0,0,---,NO PLAY,---,8,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-24 08:28
5th style,LOVE AGAIN TONIGHT～for Mellisa mix～,HYPER EUROBEAT,NAOKI feat.PAULA TERRY,0,4,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,6,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-24 08:28
5th style,outer wall,TECHNO,sampling masters MEGA,0,5,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-24 08:28
5th style,QQQ,TECHNO,TaQ,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-24 08:28
5th style,Real,DRUM'N'BASS,Aya,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,9,0,0,0,---,NO PLAY,---,2018-11-24 08:28
5th style,Regulus,INSTRUMENTAL,DJ.W,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,2018-11-24 08:28
5th style,RIDE ON THE LIGHT (HI GREAT MIX),POWER FUSION,Mr.T,0,4,0,0,0,---,NO PLAY,---,5,0,0,0,---,HARD CLEAR,---,8,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-24 08:28
5th style,RIDE ON THE LIGHT (HI GREAT MIX) †,POWER FUSION,Mr.T,1,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,10,1730,819,92,5,HARD CLEAR,AAA,2019-01-03 12:34
5th style,RISLIM,NEW ROMANTIC,ric,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2018-11-24 08:28
5th style,Spin the disc,HOUSE,good-cool,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,HARD CLEAR,---,8,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-24 08:28
5th style,STILL IN MY HEART,HYPER EUROBEAT,NAOKI,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,2018-11-24 08:28
5th style,still my words,AMBIENT,TaQ feat. Meg,0,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2018-11-24 08:28
5th style,sync,TRANCE,OutPhase (TaQ/dj TAKA),0,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,HARD CLEAR,---,2018-11-24 08:28
5th style,THE CUBE,DRUM'N'BASS,DJ SUWAMI,0,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,7,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-24 08:28
5th style,THE SHINING POLARIS,EPIC TRANCE,L.E.D. feat. Sana,1,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,8,1541,745,51,7,FULLCOMBO CLEAR,AAA,2018-12-09 09:57
5th style,V,PROGRESSIVE,TAKA,2,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,12,2915,1420,75,7,EX HARD CLEAR,AAA,2018-12-30 11:12
6th style,19，November,HOUSE,good-cool,0,5,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,2018-11-24 08:28
6th style,Blueberry Stream,HOUSE,dj TAKA,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,8,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-24 08:28
6th style,Buffalo,ROCK,good-cool feat. Hideo Suwa,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,2018-11-24 08:28
6th style,Colors (radio edit),TRANCE,dj TAKA,2,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2382,1135,112,6,HARD CLEAR,AAA,2018-12-22 15:30
6th style,DIVE ～INTO YOUR HEART～,HYPER TRANCE EURO BEAT,NAOKI feat.PAULA TERRY,1,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2060,1009,42,13,HARD CLEAR,AAA,2018-12-15 08:43
6th style,fly through the night,TRANCE,Mr.T,1,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,8,1648,789,70,2,HARD CLEAR,AAA,2018-12-15 08:16
6th style,Free Style,DANCE POP,Shapes,1,5,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,7,1202,553,96,6,HARD CLEAR,AAA,2018-12-15 08:11
6th style,Frozen Ray (original mix),TRANCE,dj TAKA,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,2018-11-24 08:28
6th style,G2,DRUM'N'BASS,Aya,0,8,0,0,0,---,EASY CLEAR,---,9,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,HARD CLEAR,---,2018-11-24 08:28
6th style,Linus,LOUNGE POP,LEGO STUDIO,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-24 08:28
6th style,NEMESIS,TECHNO,D.J.SETUP,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,2018-11-24 08:28
6th style,rottel-da-sun,ROTTERDAM TECHNO,sampling masters MEGA,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,2018-11-24 08:28
6th style,route 80s,NOISY,sampling masters MEGA,0,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,2018-11-24 08:28
6th style,Summer Vacation(CU mix),TRIP HOP,OutPhase,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2018-11-24 08:28
6th style,Take It Easy,INSTRUMENTAL,Aya,0,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,2018-11-24 08:28
6th style,こっちを向いてよ,SOUL,vivi,0,5,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,7,0,0,0,---,HARD CLEAR,---,2018-11-24 08:28
7th style,A,RENAISSANCE,D.J.Amuro,0,6,0,0,0,---,EASY CLEAR,---,10,0,0,0,---,CLEAR,---,12,0,0,0,---,HARD CLEAR,---,2018-11-24 08:28
7th style,AVE DE RAPINA,ALTERNATIVE HOUSE,Shawn The Horny Master,0,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-24 08:28
7th style,Bad Routine,FILTER HOUSE,D.J. Spugna,1,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,FULLCOMBO CLEAR,---,9,1864,908,48,2,FULLCOMBO CLEAR,AAA,2018-12-09 10:00
7th style,Burning Heat! (Full Option Mix),12 BEAT,Mr.T with Motoaki.F,0,3,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-24 08:28
7th style,Cheer Train,BIG BEAT,Fuzita Blender,0,5,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,2018-11-24 08:28
7th style,D2R,HYPER ROCK BEAT,NAOKI,0,5,0,0,0,---,NO PLAY,---,6,0,0,0,---,HARD CLEAR,---,8,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-24 08:28
7th style,DESTINY,HYPER EUROBEAT,NAOKI feat.Paula Terry,0,5,0,0,0,---,FULLCOMBO CLEAR,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-24 08:28
7th style,foreplay,PROGRESSIVE JAZZ,Osamu Kubota,3,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,8,1278,597,84,0,FULLCOMBO CLEAR,AAA,2018-12-30 10:54
7th style,Glorious Days,HIP HOP&SOUL,Noria,0,3,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,6,0,0,0,---,EX HARD CLEAR,---,2018-11-24 08:28
7th style,Happy Wedding,HOUSE,ASKA,1,6,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,8,1716,788,140,10,FULLCOMBO CLEAR,AAA,2018-12-30 08:58
7th style,Let the Snow Paint Me,AMBIENT POP,Sana,0,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,7,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-24 08:28
7th style,Love Me Do,NEW WAVE,AKIRA YAMAOKA,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-24 08:28
7th style,MAX 300,HARDCORE TECHNO,Ω,1,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-01-12 10:47
7th style,Spica,HOUSE,D.JW,2,4,0,0,0,---,HARD CLEAR,---,9,0,0,0,---,HARD CLEAR,---,11,2096,960,176,17,HARD CLEAR,AAA,2019-01-05 11:39
7th style,stoic,TECHNO,TaQ,0,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,2018-11-24 08:28
7th style,Tomorrow Perfume,TRANCE,dj TAKA,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-24 08:28
7th style,traces,TRANCE,TaQ,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-24 08:28
7th style,ZERO-ONE,ELECTROSHOCK,Mr.T,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-24 08:28
7th style,革命,ORCHESTRAL,dj TAKA with NAOKI,0,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,HARD CLEAR,---,2018-11-24 08:28
8th style,abstract,BIG BEAT,TaQ,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,2018-11-24 08:28
8th style,airflow,INSTRUMENTAL,Mr.T,0,3,0,0,0,---,NO PLAY,---,5,0,0,0,---,FULLCOMBO CLEAR,---,7,0,0,0,---,HARD CLEAR,---,2018-11-24 08:28
8th style,Attitude,TRANCE,Y&Co.,2,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,EASY CLEAR,---,9,1716,836,44,0,FULLCOMBO CLEAR,AAA,2019-01-12 08:20
8th style,bit mania,テクノ歌謡,AKIRA YAMAOKA,0,4,0,0,0,---,NO PLAY,---,5,0,0,0,---,FULLCOMBO CLEAR,---,8,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-24 08:28
8th style,Blame,EUROBEAT,good-cool feat. Jeff Coote,1,6,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,11,1879,905,69,4,HARD CLEAR,AAA,2019-01-03 12:56
8th style,CELEBRATE NITE,EURO GROOVE,N.M.R,0,5,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,2018-11-24 08:28
8th style,Colors -Y&Co. Eurobeat Remix-,EUROBEAT,dj TAKA (remixed by 横田商会),0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-24 08:28
8th style,dual control,GARAGE HOUSE,Mr.T,5,5,0,0,0,---,EASY CLEAR,---,7,0,0,0,---,NO PLAY,---,9,1824,867,90,2,FULLCOMBO CLEAR,AAA,2018-12-30 10:02
8th style,Giudecca,PSYCHEDELIC TECHNO,D.J.SETUP,0,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,2018-11-24 08:28
8th style,Halfway of promise,GIRL ROCK,Yu Takami feat. Shihori Nakane,3,4,0,0,0,---,HARD CLEAR,---,8,0,0,0,---,NO PLAY,---,11,1769,841,87,2,FULLCOMBO CLEAR,AAA,2019-01-03 14:32
8th style,LAB,RAVE,RAM,1,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,10,1992,934,124,7,HARD CLEAR,AAA,2018-11-24 08:49
8th style,LOVE IS ORANGE,HARD CHANSON,Orange Lounge,0,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,FULLCOMBO CLEAR,---,8,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-24 08:28
8th style,Monkey Dance,EUROBEAT,Y&Co.,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-24 08:28
8th style,murmur twins,CUDDLECORE,yu_tokiwa.djw,0,5,0,0,0,---,EASY CLEAR,---,9,0,0,0,---,FULLCOMBO CLEAR,---,11,0,0,0,---,HARD CLEAR,---,2018-11-24 08:28
8th style,MUSIC TO YOUR HEAD,TECHNO,SLAKE,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,2018-11-24 08:28
8th style,PLEASE DON'T GO,DISCO,ASLETICS,1,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,FULLCOMBO CLEAR,---,12,2323,1097,129,19,HARD CLEAR,AAA,2019-01-05 11:09
8th style,rainbow flyer,TRANCE,dj TAKA,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-24 08:28
8th style,symbolic,TECHNO,TaQ,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,2018-11-24 08:28
8th style,thunder,HOUSE,Lion MUSASHI,1,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,9,1804,852,100,4,FULLCOMBO CLEAR,AAA,2018-12-06 19:05
8th style,WAR GAME,HIP HOP,ASLETICS,0,4,0,0,0,---,FULLCOMBO CLEAR,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,2018-11-24 08:28
8th style,World Wide Love,POPS,MTO,0,3,0,0,0,---,NO PLAY,---,5,0,0,0,---,FULLCOMBO CLEAR,---,5,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-24 08:28
8th style,xenon,ELECTROSHOCK,Mr.T,1,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2627,1260,107,6,FULLCOMBO CLEAR,AAA,2018-12-30 14:02
8th style,桜,SPIRITUAL,Reven-G,0,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,12,0,0,0,---,HARD CLEAR,---,2018-11-24 08:28
8th style,蒼い衝動,J-TRANCE,NAOKI feat.YUKI,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,FULLCOMBO CLEAR,---,8,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-24 08:28
