バージョン,タイトル,ジャンル,アーティスト,プレー回数,NORMAL 難易度,NORMAL EXスコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER EXスコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER EXスコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,最終プレー日時
Rootage,Serious?,FESTIVAL TRAP,KSUKE,6,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,2195,1059,77,6,HARD CLEAR,AAA,2018-12-22 08:56
Rootage,SPEED ROCKER,PSYCHEDELIC TRANCE,AJURIKA,3,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,2243,1083,77,7,HARD CLEAR,AAA,2018-12-22 11:43
Rootage,Starry Night,HARDSTYLE,Massive New Krew feat.松平なな,1,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,2469,1209,51,3,CLEAR,AAA,2018-11-24 09:13
Rootage,THE DAY OF JUBILATIONS,HARD ELECTRIC POP,BEMANI Sound Team "S-C-U vs L.E.D.",7,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3334,1607,120,15,HARD CLEAR,AAA,2018-12-22 14:38
Rootage,The Rebellion of Sequencer,DJENTCORE,DJ Myosuke,1,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2845,1312,221,56,HARD CLEAR,AA,2018-12-15 10:53
Rootage,Twilight Warp,CYBER DANCE MUSIC,Maozon feat. Kyte,1,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,2090,1010,70,5,HARD CLEAR,AAA,2018-11-24 09:37
Rootage,U.S.A.,IIDX EDITION,Remixed by BEMANI Sound Team "PHQUASE feat.TRANDER Jr.",7,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2834,1376,82,3,HARD CLEAR,AAA,2018-12-09 12:17
Rootage,Xlo,NEUTRONIKA,sasakure.UK,3,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3578,1650,278,28,HARD CLEAR,AAA,2018-12-15 11:28
Rootage,Yum Yum Jelly,FUTURE BASS,YUC'e,4,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2299,1102,95,8,HARD CLEAR,AAA,2018-12-22 11:38
Rootage,セカンドピアス,GIRLS ROCK,OSTER project feat. echo,5,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1984,972,40,2,HARD CLEAR,AAA,2018-12-22 08:54
Rootage,ハードベース・フェスタ,A-STYLE RUSSIAN HARDBASS,かめりあ feat. ななひら,2,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2753,1329,95,14,HARD CLEAR,AAA,2018-12-22 10:14
Rootage,ミストレス・アンに花束を,ELECTRONICA,soejima takuma feat.BEMANI Sound Team "猫叉Master",2,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,1395,682,31,5,HARD CLEAR,AAA,2018-12-22 08:51
Rootage,夏の匂い。キミの残像。 ft. Kanae Asaba,Re 90's J-DANCE POP,Xceon,1,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2505,1227,51,1,HARD CLEAR,AAA,2018-11-24 09:49
Rootage,龍王の霊廟(Mausoleum Of The Primal Dragon),RETROSPECTIVE EPIC MUSIC,BEMANI Sound Team "黒猫ダンジョン",6,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,3152,1542,68,3,FULLCOMBO CLEAR,AAA,2018-12-22 11:17
